RowNumber,CustomerId,source,Rating,Destination,Gender,Age,Frequency,noofpassanger,Class,MealTaken,TotalTransation,Exited
3023,15678168,australia,648,Spain,Female,27,7,2,1,1,163060.43,0
3024,15697020,england,618,France,Male,39,2,1,1,0,26578.69,0
3025,15610801,india,648,Germany,Male,41,5,1,0,1,5066.76,0
3026,15745232,australia,759,France,Female,39,6,2,1,1,140497.67,0
3027,15722758,england,585,France,Male,40,7,2,0,0,146156.98,0
3028,15792102,india,774,France,Female,42,3,1,0,0,199316.19,0
3029,15675185,australia,697,Germany,Female,48,2,2,1,1,103944.37,0
3030,15801247,england,605,Spain,Male,39,10,2,1,0,138021.36,0
3031,15725660,india,676,France,Male,20,1,1,0,0,68621.98,0
3032,15638963,australia,678,France,Female,22,4,1,1,1,28149.06,0
3033,15800061,england,495,Spain,Female,45,3,3,1,0,135169.76,1
3034,15578006,india,787,France,Female,85,10,2,1,1,116537.96,0
3035,15668504,australia,770,France,Male,36,2,1,1,1,105922.69,0
3036,15687491,england,817,Germany,Male,45,9,1,0,0,88211.12,1
3037,15610403,india,659,France,Male,43,1,2,1,0,26900.63,0
3038,15741094,india,693,France,Male,21,1,2,1,1,3494.02,0
3039,15807909,australia,744,France,Male,47,9,2,1,0,113163.17,0
3040,15666141,england,829,Spain,Female,26,8,2,1,1,19324.5,0
3041,15617134,india,716,France,Male,38,4,2,1,0,189678.7,0
3042,15783029,australia,671,France,Male,34,7,2,1,1,26387.71,0
3043,15622833,england,835,Germany,Female,29,10,2,0,0,106276.55,0
3044,15746422,india,636,France,Female,38,1,1,1,0,45015.38,0
3045,15750839,australia,649,Spain,Male,29,2,1,1,1,173495.77,0
3046,15749130,england,621,Germany,Male,27,1,1,1,1,52581.96,0
3047,15779862,india,658,Germany,Female,31,3,1,0,1,146339.27,1
3048,15767871,australia,784,Spain,Male,48,7,2,1,1,182609.97,0
3049,15679651,england,783,Spain,Female,37,1,1,1,0,197890.65,0
3050,15576219,india,615,France,Male,32,4,2,1,1,6225.63,0
3051,15699247,australia,791,France,Female,44,5,2,1,1,123977.86,1
3052,15619087,england,762,France,Male,53,1,1,1,1,170195.4,0
3053,15605327,india,607,France,Male,35,2,2,1,1,114190.3,0
3054,15610140,india,601,France,Female,34,5,2,1,0,27022.57,0
3055,15791174,australia,540,Spain,Male,67,1,1,0,1,59457,0
3056,15602373,england,812,France,Male,44,4,2,1,0,165038.41,0
3057,15762605,india,685,France,Male,58,1,1,1,1,154181.41,0
3058,15598840,australia,680,France,Male,33,1,1,1,0,134960.98,0
3059,15744279,england,680,Spain,Female,58,8,2,1,1,65708.5,0
3060,15670619,india,631,France,Female,33,8,2,0,0,117374.22,0
3061,15599533,australia,569,France,Female,43,7,2,1,1,77703.19,0
3062,15757837,england,584,Germany,Male,33,3,2,1,1,177651.38,0
3063,15697574,india,582,France,Female,40,9,3,1,1,60954.45,0
3064,15578738,australia,609,France,Male,32,7,1,1,1,151924.9,0
3065,15762228,england,506,Spain,Male,35,6,2,1,0,26318.73,0
3066,15614827,india,503,France,Male,42,8,1,1,1,147557.71,0
3067,15789815,australia,503,France,Female,28,5,2,1,0,125918.17,0
3068,15579781,england,806,Germany,Male,31,10,1,1,0,190803.37,0
3069,15587013,india,653,France,Female,31,7,1,1,1,11043.54,0
3070,15570932,india,666,France,Male,43,7,2,1,1,119100.05,1
3071,15794661,australia,674,Spain,Male,32,2,2,1,0,140579.17,0
3072,15581654,england,798,France,Male,32,7,2,0,1,37731.95,0
3073,15644296,india,740,France,Female,30,8,1,1,0,1852.58,0
3074,15614420,australia,531,Germany,Female,32,0,2,1,1,172049.84,0
3075,15609653,england,614,Germany,Female,44,6,1,1,0,133591.11,1
3076,15594577,india,556,France,Male,35,10,2,1,1,192751.18,0
3077,15584114,australia,678,Germany,Female,43,2,2,1,1,193828.27,0
3078,15673367,england,587,Germany,Male,33,6,1,1,0,55775.72,0
3079,15685576,india,527,Spain,Female,36,6,2,1,1,102280.29,0
3080,15774727,australia,757,Germany,Female,34,1,2,0,0,44965.44,0
3081,15694288,england,468,Spain,Male,28,3,2,1,0,170661.02,0
3082,15603319,india,693,France,Male,29,2,1,0,0,197145.89,0
3083,15759066,australia,483,France,Female,44,5,1,1,0,192359.9,1
3084,15814816,england,466,France,Male,40,4,1,1,0,141210.18,1
3085,15724402,india,770,France,Female,30,8,2,1,0,100557.03,0
3086,15571059,australia,734,France,Female,54,3,1,1,0,130805.54,1
3087,15674206,england,716,France,Female,22,8,2,1,1,92606.98,0
3088,15715160,india,439,France,Male,36,2,2,1,1,123956.83,0
3089,15730448,australia,538,Germany,Male,25,5,1,1,1,102758.43,0
3090,15662067,england,743,France,Male,40,8,1,1,0,94876.65,0
3091,15779581,india,734,Spain,Female,43,3,2,0,1,94811.85,1
3092,15662901,australia,656,France,Male,37,2,2,0,1,67840.81,0
3093,15689751,england,666,France,Female,31,2,1,0,0,4050.57,0
3094,15667742,india,627,Spain,Male,41,5,1,0,1,134665.25,0
3095,15738448,india,480,Germany,Female,25,3,2,0,0,181647.13,0
3096,15680243,australia,792,France,Male,19,7,1,1,0,33282.84,0
3097,15745083,england,613,Germany,Male,59,8,1,0,0,27965,1
3098,15708228,india,476,Germany,Male,30,3,1,1,0,68343.53,0
3099,15628523,australia,539,France,Female,24,3,2,1,1,198161.07,0
3100,15708196,england,696,Spain,Male,60,8,1,1,1,196858.4,0
3101,15735549,india,810,Germany,Male,35,3,2,1,1,120511.03,0
3102,15809347,australia,763,Germany,Male,32,9,1,1,0,30886.35,0
3103,15660866,england,640,France,Female,29,3,2,1,0,2743.69,0
3104,15766609,india,655,France,Female,47,10,2,1,0,167778.62,0
3105,15654230,australia,526,Germany,Male,31,5,1,1,0,132404.64,0
3106,15794566,england,678,France,Female,28,4,2,1,1,144423.17,1
3107,15800890,india,554,France,Female,45,6,2,1,1,181204.5,0
3108,15697424,australia,597,Spain,Female,30,2,1,1,1,182726.22,1
3109,15724536,england,560,Spain,Female,28,1,2,1,1,120880.72,0
3110,15735878,india,850,Germany,Female,47,10,1,0,0,26812.89,1
3111,15707596,india,546,Germany,Female,74,8,2,1,1,66732.63,1
3112,15657163,australia,623,Germany,Male,42,1,2,1,0,100834.22,0
3113,15622478,england,698,France,Female,40,7,3,1,0,107815.31,1
3114,15779529,india,620,France,Male,32,7,2,1,1,34665.79,0
3115,15636023,australia,619,France,Female,40,10,1,1,1,147093.84,1
3116,15582066,england,561,France,Male,21,4,1,1,1,36942.35,0
3117,15666675,india,753,France,Female,39,7,1,1,1,16460.77,0
3118,15732987,australia,721,Spain,Male,43,3,1,0,0,45610.63,0
3119,15789432,england,451,France,Male,33,6,2,1,0,184954.11,0
3120,15663161,india,680,Germany,Female,51,5,1,0,0,47795.43,1
3121,15694879,australia,590,Spain,Female,23,7,2,1,0,196789.9,0
3122,15593715,england,634,Germany,Male,27,3,1,1,0,173425.68,0
3123,15575002,india,676,France,Male,29,4,1,1,0,36221.18,0
3124,15622171,australia,642,France,Male,30,8,2,1,0,174738.2,0
3125,15795224,england,760,France,Male,39,6,1,1,0,67131.3,1
3126,15685346,india,736,Spain,Female,26,4,1,1,1,165692.03,0
3127,15691808,india,656,France,Male,43,7,1,1,0,194691.95,0
3128,15721007,australia,776,Germany,Male,33,8,1,0,0,129525.5,1
3129,15794253,england,832,Spain,Female,34,6,2,0,1,146511.2,0
3130,15694453,india,631,Germany,Male,37,9,2,1,1,51752.18,0
3131,15813113,australia,795,Spain,Female,56,5,1,1,0,35418.69,1
3132,15614187,england,648,Germany,Female,39,3,2,0,1,57995.74,0
3133,15619407,india,615,France,Male,39,4,1,1,1,108152.75,0
3134,15646227,australia,682,France,Female,27,1,1,1,0,166144.98,0
3135,15660541,england,694,France,Male,34,5,1,1,0,101737.8,0
3136,15753874,india,694,France,Male,37,10,1,0,1,33326.71,0
3137,15617877,australia,607,France,Male,44,0,2,1,1,81140.09,0
3138,15772073,england,664,France,Male,48,10,1,1,0,140173.17,1
3139,15701537,india,756,France,Male,60,2,1,1,1,166513.49,1
3140,15736228,australia,645,France,Female,40,3,1,1,1,103232.6,0
3141,15780572,england,653,Spain,Male,30,4,2,1,0,120736.04,0
3142,15769596,india,710,Germany,Female,24,2,2,0,0,15832.43,1
3143,15586996,australia,697,France,Female,76,7,2,0,1,188772.45,0
3144,15722061,england,619,Germany,Female,41,8,2,1,0,114323.66,0
3145,15638003,india,648,Spain,Male,55,1,1,0,1,181534.04,0
3146,15775590,australia,482,Germany,Female,48,2,1,0,0,102640.52,1
3147,15730688,england,548,France,Female,28,8,2,1,1,158585.17,1
3148,15753102,india,752,Spain,Male,44,6,1,1,0,178722.24,0
3149,15810075,australia,648,France,Female,39,6,2,1,1,153955.38,1
3150,15723373,england,643,Spain,Female,34,8,1,1,0,65374.86,0
3151,15795298,india,573,Germany,Female,35,9,2,0,1,102986.15,0
3152,15584320,india,686,France,Female,39,3,1,0,0,136643.84,0
3153,15724161,australia,644,France,Female,40,9,4,1,0,77063.63,1
3154,15750056,england,702,France,Female,29,6,1,1,1,9633.01,0
3155,15609637,india,652,France,Male,51,7,2,0,1,43496.36,0
3156,15794493,australia,641,Spain,Male,32,7,2,1,1,24267.28,0
3157,15569641,england,692,Germany,Female,41,8,1,1,0,59354.24,1
3158,15815236,india,574,Spain,Male,34,5,2,0,0,28269.86,0
3159,15811177,australia,643,France,Female,31,3,1,1,0,143162.34,0
3160,15680587,england,834,France,Male,23,4,1,1,0,20199.3,0
3161,15672821,india,591,France,Male,28,5,2,1,1,48606.92,0
3162,15767681,australia,470,Spain,Male,34,9,2,0,1,89013.67,0
3163,15600379,england,608,Spain,Male,34,7,1,0,1,59890.29,0
3164,15801336,india,649,Germany,Female,37,8,1,1,1,106655.88,1
3165,15721592,australia,665,France,Female,38,5,2,1,0,156439.56,0
3166,15581282,england,651,France,Female,39,6,1,1,0,24176.44,0
3167,15746203,india,555,Germany,Male,62,4,1,0,1,43507.1,1
3168,15583137,india,637,France,Female,48,7,2,1,1,132005.85,1
3169,15680752,australia,675,France,Female,49,0,1,1,1,80496.71,1
3170,15688172,england,677,Spain,Male,40,5,2,1,0,88947.56,0
3171,15791373,india,850,Germany,Female,35,2,1,0,0,12639.67,1
3172,15589449,australia,815,France,Female,56,3,3,1,1,94248.16,1
3173,15692819,england,665,Germany,Male,32,1,1,0,0,11865.76,0
3174,15727467,india,485,France,Female,27,3,2,1,0,141449.86,0
3175,15734312,australia,577,Spain,Male,43,6,2,1,1,149457.81,0
3176,15764604,england,586,France,Female,35,7,3,1,0,119814.25,1
3177,15613014,india,722,Germany,Male,29,1,2,1,0,24924.92,0
3178,15759684,australia,528,France,Female,27,7,2,0,1,139481.53,0
3179,15609669,england,542,France,Female,39,4,2,1,1,41268.65,0
3180,15685536,india,552,France,Female,34,5,2,1,1,1351.41,0
3181,15750447,australia,678,France,Female,60,10,1,1,0,147489.76,1
3182,15663249,england,575,Spain,Female,37,9,1,1,0,111175.09,0
3183,15638646,india,669,France,Female,43,1,1,1,1,95963.14,0
3184,15734161,india,636,France,Male,43,6,2,1,0,43128.95,0
3185,15631070,australia,667,Germany,Male,55,9,1,1,1,137674.96,1
3186,15761950,england,652,Germany,Female,45,9,1,1,1,153383.54,1
3187,15649668,india,637,Germany,Female,36,10,2,1,1,96660.76,0
3188,15713912,australia,516,Spain,Female,45,8,1,0,1,115818.16,0
3189,15586757,england,801,France,Female,32,4,1,1,1,37898.5,0
3190,15596522,india,692,France,Female,42,2,2,1,0,145222.93,0
3191,15625395,australia,585,France,Female,28,6,1,1,1,41219.09,0
3192,15760570,england,590,France,Male,32,5,2,1,0,59249.83,0
3193,15566689,india,554,Spain,Male,66,8,2,1,1,116747.62,0
3194,15725794,australia,659,France,Female,49,1,1,1,0,116249.72,1
3195,15673539,england,690,France,Female,26,3,1,1,0,61257.83,0
3196,15705298,india,697,Germany,Male,29,0,1,0,0,141798.98,0
3197,15675791,australia,610,France,Male,36,4,2,1,0,102638.35,0
3198,15747043,england,599,Spain,Male,36,4,2,0,0,13210.56,0
3199,15736397,india,544,France,Male,23,1,1,1,0,35550.97,0
3200,15678201,australia,548,France,Female,46,1,1,1,1,104469.06,1
3201,15720745,england,635,Spain,Male,24,4,1,1,1,142935.83,0
3202,15637593,india,722,France,Male,20,6,2,1,0,195486.28,0
3203,15598070,australia,564,France,Female,33,4,1,1,0,63170,0
3204,15787550,england,719,France,Male,69,3,2,1,1,58320.06,0
3205,15603942,india,547,Germany,Male,50,3,3,0,1,177747.03,1
3206,15733973,australia,850,France,Female,42,8,1,1,0,19632.64,1
3207,15596761,england,515,Germany,Male,60,9,1,1,0,18424.24,1
3208,15652400,india,667,Spain,Male,56,2,1,0,1,18897.78,0
3209,15717893,india,607,Germany,Male,36,8,1,1,0,97879.02,0
3210,15622585,australia,525,France,Male,26,7,1,1,1,63197.88,0
3211,15733964,england,606,Spain,Female,53,1,1,1,1,75860.01,0
3212,15753861,india,686,Germany,Female,27,1,2,0,0,78622.46,0
3213,15747097,australia,611,France,Male,35,10,1,1,1,23598.23,1
3214,15594762,england,827,Spain,Male,46,1,1,1,1,13460.27,0
3215,15667417,india,572,France,Male,33,9,1,1,0,19998.31,0
3216,15684861,australia,726,France,Female,32,8,2,0,0,185075.63,0
3217,15742204,england,579,Germany,Male,31,6,1,0,1,135815.38,0
3218,15623502,india,598,Spain,Female,56,4,1,1,1,44251.33,0
3219,15774872,australia,663,France,Male,36,10,2,1,0,136349.55,0
3220,15611191,england,505,Germany,Female,37,10,2,1,1,52693.99,0
3221,15674331,india,576,Germany,Male,30,7,2,0,0,93767.03,0
3222,15619465,australia,555,Spain,Female,24,2,2,0,1,197866.55,0
3223,15575247,england,524,France,Male,30,1,2,1,0,126812.85,0
3224,15695679,india,776,Spain,Male,39,2,1,0,0,79503.05,0
3225,15713463,india,645,Germany,Female,41,2,1,1,0,129936.53,1
3226,15785170,australia,850,Germany,Female,32,0,1,0,0,175094.62,0
3227,15796351,england,603,Germany,Male,35,1,2,1,1,130379.5,0
3228,15639576,india,691,France,Male,26,9,1,1,0,153228,0
3229,15693264,australia,583,France,Female,29,10,2,1,1,111285.85,0
3230,15589715,england,584,France,Female,66,5,1,1,0,49553.38,1
3231,15769902,india,679,France,Female,33,6,2,1,1,98015.85,0
3232,15587177,australia,646,France,Male,36,6,1,1,0,88481.32,0
3233,15814553,england,559,France,Female,34,5,2,1,1,66879.27,0
3234,15601550,india,595,Spain,Male,36,6,1,1,1,24802.77,0
3235,15664907,australia,527,France,Male,47,1,1,1,0,21312.16,1
3236,15612465,england,684,Spain,Male,34,9,2,1,1,190263.78,0
3237,15810800,india,673,Spain,Female,32,0,1,1,1,72873.33,0
3238,15665760,australia,802,Spain,Male,38,7,2,0,1,57764.65,0
3239,15588080,england,675,France,Male,54,6,1,1,0,110273.84,1
3240,15776844,india,762,Spain,Female,19,6,2,1,0,55500.17,0
3241,15717560,india,580,France,Male,50,0,1,1,0,57541.08,1
3242,15629739,australia,621,Germany,Female,31,8,1,1,1,90384.26,0
3243,15729908,england,411,France,Female,36,10,1,0,0,120694.35,0
3244,15716781,india,815,France,Male,24,7,1,0,1,178028.96,0
3245,15646936,australia,631,Germany,Female,32,2,2,1,1,180990.29,0
3246,15768151,england,514,Germany,Female,45,3,1,0,1,155407.21,1
3247,15579212,india,638,France,Male,57,6,1,1,0,33676.48,1
3248,15721835,australia,791,Spain,Male,25,7,1,1,0,89666.28,0
3249,15800515,england,516,France,Male,35,5,1,1,0,127558.26,0
3250,15591279,india,734,France,Male,37,3,1,0,1,77272.62,0
3251,15587419,australia,611,France,Male,58,8,2,0,1,107665.68,1
3252,15750335,england,850,Germany,Male,43,0,3,1,0,184044.8,1
3253,15699619,india,641,France,Male,31,10,1,1,0,91510.71,0
3254,15606472,australia,585,France,Female,38,5,1,1,1,87363.56,0
3255,15778368,england,552,Germany,Male,50,4,1,1,0,117505.07,1
3256,15671387,india,507,France,Female,29,4,2,0,0,180626.68,0
3257,15573926,australia,735,Spain,Male,38,7,2,0,0,93478.96,0
3258,15709183,england,707,France,Female,58,3,1,1,1,114672.64,0
3259,15577514,india,698,Germany,Female,36,7,1,1,1,13387.88,0
3260,15778830,australia,841,France,Male,31,2,2,1,0,173240.52,0
3261,15768072,england,688,Spain,Female,33,2,1,0,0,27557.18,1
3262,15768293,india,614,France,Male,51,3,2,1,1,5552.37,0
3263,15654456,australia,511,Germany,Male,48,6,1,0,0,88307.87,1
3264,15807525,england,447,France,Male,43,2,2,1,0,33879.26,1
3265,15574372,india,738,France,Male,35,5,2,1,0,181429.87,0
3266,15671249,india,422,France,Female,33,2,2,1,0,102655.31,0
3267,15779744,australia,537,Spain,Male,30,1,1,1,1,96555.42,0
3268,15624755,england,707,Germany,Female,40,3,1,1,0,189366.03,0
3269,15611430,india,690,France,Male,54,5,1,1,0,12847.61,1
3270,15774744,australia,664,Germany,Male,33,7,2,1,0,143433.33,0
3271,15629885,england,850,France,Female,33,7,1,1,0,183983.82,0
3272,15708791,india,584,Spain,Male,32,9,1,0,0,169137.24,0
3273,15793890,australia,728,France,Female,59,4,1,1,1,163365.85,1
3274,15646091,england,560,Spain,Female,43,4,2,1,0,123181.44,1
3275,15596984,india,629,France,Female,31,6,1,1,1,16447.6,1
3276,15800215,australia,658,France,Male,25,3,2,0,1,173948.4,0
3277,15577806,england,794,Germany,Female,54,1,1,1,1,192154.66,0
3278,15749381,india,790,France,Female,41,2,1,1,0,198224.38,0
3279,15683758,australia,640,France,Male,44,7,1,1,0,67202.74,0
3280,15670615,england,652,Spain,Male,37,7,2,1,0,68789.93,0
3281,15715622,india,583,France,Female,57,3,1,0,1,147964.99,1
3282,15707634,india,775,France,Female,32,2,2,1,1,161069.73,0
3283,15806901,australia,584,France,Female,39,2,1,1,1,127749.61,0
3284,15775335,england,635,Germany,Female,48,4,2,1,0,191914.37,0
3285,15724150,india,814,France,Male,48,9,1,1,1,185791.9,0
3286,15627220,australia,735,Germany,Female,43,9,1,0,0,184570.04,1
3287,15672330,england,678,France,Female,31,1,2,0,1,130446.65,0
3288,15668521,india,693,France,Male,37,1,2,1,1,82867.55,0
3289,15807837,australia,640,France,Female,30,6,1,1,1,187632.22,0
3290,15592570,england,773,Spain,Female,23,8,2,1,0,56759.79,0
3291,15748589,india,736,France,Female,30,9,2,1,0,34180.33,0
3292,15635893,australia,693,France,Female,28,8,2,1,1,158545.25,0
3293,15757632,england,496,France,Female,41,1,2,1,0,182337.98,0
3294,15691863,india,751,France,Female,39,3,2,1,1,84175.34,0
3295,15706071,australia,528,Germany,Male,39,0,1,0,1,22197.8,1
3296,15654296,england,754,Spain,Female,19,9,1,1,0,189641.11,0
3297,15755018,india,568,Germany,Female,26,10,2,1,0,154491.39,0
3298,15594041,india,592,Spain,Female,41,2,1,1,0,90020.74,0
3299,15670587,australia,558,Germany,Male,25,10,2,1,0,197264.35,0
3300,15724527,england,825,France,Male,34,9,2,1,1,31933.06,0
3301,15801904,india,677,Germany,Male,28,0,2,1,0,8755.69,1
3302,15658195,australia,653,France,Male,34,5,1,1,1,52820.13,0
3303,15630113,england,593,Spain,Male,35,4,1,1,1,20008.46,0
3304,15784320,india,632,France,Female,44,3,1,1,1,34607.14,1
3305,15676513,australia,601,Germany,Male,35,8,1,1,0,177384.45,0
3306,15574072,england,786,France,Female,62,8,1,1,1,165702.64,0
3307,15633854,india,654,France,Female,40,3,2,1,0,167889.1,0
3308,15618566,australia,572,France,Female,38,7,2,1,1,133122.62,0
3309,15733014,england,813,France,Female,62,10,2,0,1,140454.14,0
3310,15753343,india,523,France,Female,28,2,1,1,1,59938.81,0
3311,15746076,australia,506,Spain,Male,50,3,2,1,0,12016.79,0
3312,15608226,england,513,Spain,Male,72,3,1,1,1,81251.24,0
3313,15605684,india,664,France,Female,31,7,1,1,0,134169.85,0
3314,15638988,australia,684,France,Male,54,6,2,1,1,94888.6,0
3315,15628767,england,608,Spain,Female,63,3,2,1,1,175696.16,1
3316,15737977,india,527,France,Female,25,6,2,0,1,96758.58,0
3317,15758116,australia,666,France,Male,53,5,1,1,0,128019.48,1
3318,15575119,england,779,France,Male,71,3,2,1,1,146895.36,1
3319,15625126,india,629,France,Female,40,6,2,1,1,139356.3,0
3320,15567114,australia,430,France,Male,35,1,1,0,0,2923.61,0
3321,15672242,england,712,France,Male,24,2,1,0,1,121232.51,0
3322,15681327,india,682,France,Male,30,9,2,1,1,2053.42,0
3323,15802585,india,634,France,Female,41,8,1,1,1,6382.46,0
3324,15740630,australia,487,Spain,Female,31,1,2,1,0,158750.13,0
3325,15815420,england,808,Spain,Male,47,8,1,0,1,74028.36,0
3326,15711468,india,527,France,Female,32,7,2,1,1,44099.75,0
3327,15799626,australia,637,Germany,Male,50,4,1,0,1,17323,1
3328,15659325,england,802,Spain,Male,40,5,2,1,1,175043.69,0
3329,15651352,india,529,France,Female,38,2,1,1,0,146388.85,1
3330,15684925,australia,850,France,Female,43,3,2,0,0,2465.8,0
3331,15657439,england,738,France,Male,18,4,2,1,1,47799.15,0
3332,15574122,india,817,France,Male,34,5,1,0,0,165562.84,0
3333,15720508,australia,735,France,Male,31,3,1,0,0,72927.68,0
3334,15599078,england,619,Germany,Female,41,5,1,1,0,38270.47,0
3335,15702300,india,671,France,Male,27,5,2,0,0,120893.07,0
3336,15660735,australia,581,Spain,Female,31,6,2,1,0,188377.21,0
3337,15671390,england,690,Spain,Male,36,10,2,1,0,55902.93,0
3338,15647385,india,579,Spain,Male,56,4,1,0,0,4523.74,1
3339,15739223,india,688,Spain,Female,24,3,2,1,1,102195.16,0
